# Mean radius calculation for 1s and 2p (m=0) Hydrogen state - Metropolis algorithm with Gaussian transition probability
# Total number of throws (sampled points): M = 2000
# Number of blocks: N = 2000
# Throws per block: L = 1
# 1s state ----------
# Initial position: (x,y,z) = (0, 0, 20)
# Gaussian proposal standard deviation: sigma = 0.75
# Acceptance rate: A = accepted/attempted = 0.5195
# 2p state ----------
# Initial position: (x,y,z) = (0, 0, 20)
# Gaussian proposal standard deviation: sigma = 1.9
# Acceptance rate: A = accepted/attempted = 0.5015
# Columns:
# 1) block index
# 2) block average for 1s state
# 3) progressive average <r> for 1s state
# 4) progressive statistical uncertainty for 1s state
# 5) block average for 2p state
# 6) progressive average <r> for 2p state
# 7) progressive statistical uncertainty for 2p state
162 3.72142 6.95297 0.487327 1.88409 9.57572 0.43302
163 3.93662 6.93446 0.484682 1.88409 9.52853 0.432934
164 3.93662 6.91618 0.482064 1.88409 9.48192 0.432804
165 4.12778 6.89928 0.479431 1.88409 9.43587 0.43263
166 3.66259 6.87978 0.476933 1.88409 9.39038 0.432416
167 3.66259 6.86052 0.47446 1.88409 9.34543 0.432162
168 3.66259 6.84148 0.472011 1.88409 9.30102 0.431872
169 3.66259 6.82267 0.469587 4.21659 9.27094 0.430362
170 3.66259 6.80409 0.467186 4.21659 9.2412 0.428855
171 3.66259 6.78571 0.464809 4.21659 9.21182 0.427351
172 3.66259 6.76756 0.462456 4.21659 9.18278 0.42585
173 3.83499 6.75061 0.460087 4.21659 9.15407 0.424354
174 3.83499 6.73385 0.457742 4.02069 9.12457 0.422938
175 2.61429 6.71031 0.455727 4.02069 9.0954 0.421524
176 2.39045 6.68576 0.453795 3.77898 9.0652 0.42021
177 2.39045 6.6615 0.451876 4.33236 9.03846 0.418684
178 2.39045 6.6375 0.44997 4.33236 9.01202 0.417163
179 2.23338 6.6129 0.448125 6.05976 8.99553 0.415154
180 2.68547 6.59108 0.446163 6.05976 8.97922 0.413163
181 2.68547 6.5695 0.444215 7.01239 8.96835 0.411018
182 2.68547 6.54816 0.442283 8.01059 8.96309 0.408787
183 3.4844 6.53142 0.440178 8.01059 8.95788 0.406581
184 3.05336 6.51252 0.438187 8.01059 8.95274 0.404398
185 2.77762 6.49233 0.436279 6.99135 8.94213 0.402346
186 1.71268 6.46663 0.434688 6.99135 8.93164 0.400314
187 1.71268 6.44121 0.433104 5.96962 8.91581 0.398482
188 1.51074 6.41498 0.431591 6.56628 8.90331 0.396554
189 1.49402 6.38895 0.43009 5.80998 8.88694 0.39479
190 1.51524 6.36329 0.428589 5.80998 8.87075 0.39304
191 1.51524 6.33791 0.427094 4.71931 8.84901 0.391581
192 0.887449 6.30952 0.425811 6.7149 8.8379 0.389694
193 0.887449 6.28143 0.42453 6.7149 8.8269 0.387826
194 0.924895 6.25382 0.423237 6.7149 8.81601 0.385975
195 1.65867 6.23025 0.42172 7.2179 8.80781 0.384078
196 2.01743 6.20876 0.420113 6.68304 8.79697 0.382267
197 2.01743 6.18749 0.418517 7.16941 8.78871 0.380412
198 1.2091 6.16234 0.417156 7.16941 8.78053 0.378574
199 1.2091 6.13745 0.4158 6.7991 8.77058 0.376798
200 1.58868 6.11471 0.41434 5.37501 8.7536 0.375294
201 1.95684 6.09402 0.412793 5.37501 8.73679 0.3738
202 1.24121 6.07 0.411446 5.80979 8.7223 0.372227
203 0.91162 6.04459 0.410202 5.80979 8.70795 0.370667
204 0.91162 6.01943 0.408961 4.22825 8.68599 0.369499
205 0.792535 5.99393 0.407759 4.22825 8.66425 0.368334
206 0.792535 5.96868 0.40656 4.73659 8.64518 0.367037
207 0.792535 5.94367 0.405363 4.73659 8.6263 0.365748
208 0.792535 5.91891 0.404169 1.21651 8.59068 0.365724
209 0.792535 5.89438 0.402977 2.82742 8.5631 0.365013
210 0.792535 5.87009 0.401789 2.82742 8.53579 0.364296
211 0.792535 5.84602 0.400604 2.49108 8.50714 0.363695
212 0.978952 5.82306 0.39937 2.49108 8.47876 0.363087
213 0.978952 5.80032 0.398141 3.39122 8.45488 0.362166
214 0.978952 5.77779 0.396916 5.18503 8.4396 0.360794
215 0.978952 5.75547 0.395695 6.05485 8.4285 0.359283
216 0.978952 5.73336 0.394479 6.05485 8.41752 0.357785
217 1.02248 5.71165 0.393257 6.05485 8.40663 0.356298
218 1.02248 5.69014 0.392039 6.05485 8.39584 0.354824
219 1.02248 5.66882 0.390827 4.99489 8.38031 0.353541
220 0.543225 5.64553 0.389743 4.71249 8.36364 0.352325
221 0.716036 5.62322 0.388616 7.39587 8.35926 0.350755
222 0.716036 5.60112 0.387493 7.04101 8.35332 0.349222
223 0.716036 5.57921 0.386373 8.11177 8.35224 0.347654
224 0.716036 5.5575 0.385256 7.71842 8.34941 0.34611
225 1.25388 5.53837 0.384017 7.71842 8.3466 0.34458
226 1.25388 5.51942 0.382784 3.83868 8.32666 0.343631
227 1.28478 5.50076 0.38155 4.02258 8.3077 0.342639
228 1.28478 5.48227 0.380323 4.02258 8.2889 0.34165
229 1.62029 5.4654 0.379034 4.02258 8.27027 0.340665
230 1.62029 5.44869 0.377752 4.3378 8.25317 0.339611
231 0.970937 5.4293 0.376612 5.2763 8.24029 0.338383
232 0.970937 5.41009 0.375478 5.2763 8.22751 0.337164
233 0.970937 5.39103 0.374348 5.2763 8.21485 0.335952
234 1.24191 5.3733 0.373166 4.33883 8.19828 0.334923
235 1.24191 5.35572 0.37199 7.67934 8.19607 0.333502
236 1.24191 5.33829 0.370821 7.72558 8.19408 0.332092
237 1.24191 5.32101 0.369657 7.72558 8.1921 0.330694
238 1.3629 5.30438 0.368476 6.90663 8.1867 0.329346
239 1.3629 5.28788 0.367302 7.21488 8.18264 0.32799
240 1.3629 5.27153 0.366133 7.21488 8.1786 0.326646
241 1.3629 5.25531 0.364972 5.63726 8.16806 0.325458
242 1.3629 5.23923 0.363816 5.63726 8.1576 0.324279
243 1.56832 5.22412 0.36263 3.25776 8.13744 0.323571
244 1.56832 5.20914 0.361452 3.25776 8.11744 0.322862
245 1.56832 5.19428 0.36028 1.32092 8.0897 0.322736
246 1.56832 5.17954 0.359115 2.572 8.06727 0.322203
247 1.22948 5.16354 0.358016 2.572 8.04502 0.321666
248 1.22948 5.14768 0.356922 2.572 8.02295 0.321126
249 1.22948 5.13195 0.355834 1.6011 7.99716 0.320872
250 1.26661 5.11648 0.354745 1.6011 7.97158 0.320608
251 1.26661 5.10115 0.353661 2.4445 7.94956 0.320087
252 1.26661 5.08593 0.352583 2.4445 7.92771 0.319561
253 1.26661 5.07083 0.351511 2.4445 7.90604 0.319033
254 1.29799 5.05598 0.35044 2.4445 7.88454 0.318501
255 1.29799 5.04124 0.349374 2.4445 7.8632 0.317966
256 1.17119 5.02613 0.348334 6.16369 7.85656 0.316791
257 1.77066 5.01346 0.347208 6.16369 7.84998 0.315625
258 1.77066 5.00089 0.346088 6.16369 7.84344 0.314467
259 1.77066 4.98842 0.344974 5.6178 7.83485 0.313368
260 1.77066 4.97604 0.343868 5.6178 7.82632 0.312277
261 1.77066 4.96376 0.342768 5.6178 7.81786 0.311193
262 1.96029 4.9523 0.341649 2.94806 7.79927 0.31056
263 2.62302 4.94344 0.340463 2.94806 7.78083 0.309926
264 2.62302 4.93465 0.339285 3.48396 7.76455 0.309179
265 2.62302 4.92593 0.338115 3.48396 7.7484 0.308433
266 2.81109 4.91798 0.336935 2.12523 7.72726 0.307998
267 2.81109 4.91009 0.335763 2.12523 7.70628 0.307559
268 2.81109 4.90225 0.3346 5.56415 7.69828 0.306513
269 2.81109 4.89448 0.333444 5.56415 7.69035 0.305475
270 2.81109 4.88676 0.332297 5.13905 7.6809 0.304488
271 2.81109 4.8791 0.331157 5.13905 7.67152 0.303507
272 2.91771 4.87189 0.330016 5.13905 7.66221 0.302532
273 2.91323 4.86472 0.328883 3.95478 7.64863 0.301728
274 2.91323 4.8576 0.327758 5.05193 7.63915 0.300774
275 2.91323 4.85053 0.32664 5.92387 7.63291 0.299743
276 2.01912 4.84027 0.325616 5.92387 7.62672 0.298719
277 2.01912 4.83008 0.324598 5.92387 7.62058 0.297703
278 2.01912 4.81997 0.323587 5.24609 7.61203 0.296753
279 1.55498 4.80827 0.322637 8.23136 7.61425 0.295696
280 2.55815 4.80023 0.321583 7.64959 7.61438 0.294638
281 2.5245 4.79213 0.320539 7.64959 7.61451 0.293587
282 1.97464 4.78214 0.319557 8.39814 7.61728 0.292557
283 1.97464 4.77222 0.31858 7.22703 7.6159 0.291525
284 1.97464 4.76237 0.317609 7.22703 7.61454 0.2905
285 1.47557 4.75084 0.316703 7.22703 7.61318 0.289482
286 0.487654 4.73593 0.315945 8.67319 7.61688 0.288492
287 0.487654 4.72113 0.31519 9.50068 7.62345 0.28756
288 0.487654 4.70643 0.314438 7.22526 7.62206 0.286563
289 0.434909 4.69165 0.313696 6.65857 7.61873 0.285589
290 0.434909 4.67697 0.312957 5.25569 7.61058 0.284719
291 0.434909 4.6624 0.31222 5.25569 7.60249 0.283855
292 0.434909 4.64792 0.311486 7.60382 7.60249 0.282881
293 0.434909 4.63354 0.310754 7.60382 7.6025 0.281914
294 0.776552 4.62042 0.309973 7.60382 7.6025 0.280953
295 0.776552 4.60739 0.309195 7.84681 7.60333 0.28
296 0.776552 4.59445 0.30842 9.63544 7.6102 0.279137
297 1.63565 4.58449 0.307541 9.76818 7.61746 0.278291
298 1.63565 4.57459 0.306667 10.0952 7.62578 0.27748
299 1.39517 4.56396 0.305825 10.2862 7.63467 0.276693
300 1.39517 4.55339 0.304987 10.7923 7.6452 0.27597
301 0.879014 4.54119 0.304217 10.7923 7.65565 0.275251
302 0.412753 4.52752 0.303516 11.9242 7.66979 0.274702
303 0.680368 4.51482 0.302779 11.8586 7.68361 0.274142
304 0.680368 4.50221 0.302045 11.8586 7.69735 0.273584
305 0.680368 4.48968 0.301313 11.8586 7.71099 0.273027
306 0.680368 4.47723 0.300585 11.8586 7.72454 0.27247
307 0.680368 4.46486 0.299859 13.3575 7.74289 0.2722
308 0.268603 4.45123 0.299195 13.3575 7.76112 0.271927
309 0.268603 4.4377 0.298532 13.3575 7.77923 0.27165
310 0.268603 4.42425 0.297871 11.4874 7.7912 0.271036
311 0.268603 4.41089 0.297212 7.11356 7.78902 0.270172
312 0.802269 4.39932 0.296484 6.69125 7.7855 0.269328
313 0.802269 4.38783 0.295758 8.9795 7.78931 0.268493
314 0.802269 4.37641 0.295036 9.21085 7.79384 0.267675
315 0.802269 4.36506 0.294317 9.21085 7.79834 0.266862
316 0.802269 4.35379 0.2936 9.22863 7.80286 0.266054
317 0.802269 4.34259 0.292887 10.4781 7.8113 0.265348
318 0.802269 4.33145 0.292177 10.4781 7.81969 0.264645
319 1.17387 4.32155 0.291428 10.4781 7.82802 0.263946
320 1.81353 4.31372 0.290621 10.4781 7.8363 0.26325
321 0.533668 4.30194 0.289954 10.4781 7.84453 0.262558
322 0.533668 4.29024 0.289288 9.04414 7.84826 0.261767
323 0.54838 4.27865 0.288624 8.65046 7.85074 0.260968
324 0.54838 4.26714 0.287962 8.65046 7.85321 0.260173
325 0.54838 4.2557 0.287303 11.7854 7.86531 0.259653
326 0.54838 4.24433 0.286646 11.7854 7.87734 0.259134
327 0.54838 4.23302 0.285991 11.7854 7.88929 0.258617
328 0.54838 4.22179 0.285339 10.8742 7.89839 0.257988
329 0.54838 4.21062 0.28469 11.3044 7.90874 0.257411
330 0.699816 4.19999 0.284025 11.3044 7.91903 0.256836
331 0.699816 4.18941 0.283363 11.3044 7.92926 0.256263
332 0.699816 4.1789 0.282703 11.3044 7.93942 0.255692
333 0.82957 4.16884 0.282033 8.08434 7.93986 0.254923
334 0.896002 4.15904 0.281358 8.08434 7.94029 0.254159
335 0.865422 4.14921 0.280689 8.22468 7.94114 0.253401
336 0.865422 4.13944 0.280023 10.1645 7.94776 0.252732
337 1.47343 4.13153 0.279303 11.3569 7.95787 0.252184
338 1.47343 4.12366 0.278586 9.93005 7.96371 0.251505
339 1.24093 4.11516 0.277893 9.93005 7.96951 0.250829
340 1.24093 4.10671 0.277204 9.93005 7.97528 0.250156
341 1.61497 4.0994 0.276486 8.02188 7.97541 0.249422
342 2.17173 4.09376 0.275734 7.07733 7.97279 0.248705
343 2.35447 4.08869 0.274976 9.25598 7.97653 0.248007
344 2.20783 4.08322 0.27423 9.25598 7.98025 0.247313
345 2.26341 4.07795 0.273485 9.25598 7.98394 0.246623
346 2.51027 4.07342 0.272731 9.25598 7.98762 0.245937
347 2.51027 4.06891 0.271981 10.3965 7.99456 0.245325
348 2.51027 4.06443 0.271235 9.12631 7.99781 0.244641
349 2.51027 4.05998 0.270494 9.12631 8.00105 0.24396
350 2.51027 4.05555 0.269756 6.5448 7.99689 0.243298
351 1.9937 4.04968 0.26905 7.56386 7.99565 0.242607
352 1.9937 4.04384 0.268349 7.56386 7.99443 0.24192
353 1.9937 4.03803 0.26765 7.56386 7.99321 0.241236
354 0.910315 4.0292 0.267039 7.56386 7.99199 0.240557
355 1.15635 4.0211 0.266409 6.13269 7.98676 0.239936
356 2.26287 4.01616 0.265706 6.01145 7.98121 0.239325
357 1.83513 4.01005 0.265031 7.35859 7.97946 0.23866
358 1.1127 4.00196 0.264413 8.54232 7.98104 0.237998
359 1.32379 3.9945 0.263781 9.3569 7.98487 0.237365
360 1.36353 3.98719 0.263149 10.2287 7.9911 0.236787
361 1.36353 3.97993 0.26252 10.4231 7.99784 0.236226
362 1.50561 3.97309 0.261883 10.9244 8.00592 0.235711
363 1.2879 3.96569 0.261265 10.9244 8.01396 0.235198
364 1.2879 3.95834 0.26065 10.9244 8.02196 0.234687
365 1.98039 3.95292 0.259991 9.97686 8.02731 0.234105
366 1.05968 3.94501 0.259401 9.05745 8.03013 0.233481
367 1.05968 3.93715 0.258812 9.05745 8.03293 0.232861
368 1.05968 3.92933 0.258226 10.2805 8.03904 0.232308
369 1.05968 3.92155 0.257643 11.4614 8.04831 0.231863
370 1.50099 3.91501 0.257029 11.4614 8.05754 0.231419
371 2.18399 3.91035 0.256378 7.87624 8.05705 0.230795
372 2.18399 3.90571 0.25573 7.08694 8.05444 0.230189
373 1.94651 3.90045 0.255097 7.08694 8.05184 0.229585
374 1.94651 3.89523 0.254468 7.08694 8.04926 0.228985
375 1.94651 3.89003 0.253842 7.08694 8.0467 0.228388
376 1.94651 3.88486 0.253218 5.2615 8.03929 0.2279
377 1.94651 3.87972 0.252598 5.43842 8.03239 0.2274
378 2.36993 3.87573 0.251961 3.60362 8.02068 0.2271
379 2.36993 3.87175 0.251326 3.60362 8.00902 0.2268
380 2.48701 3.86811 0.250691 5.38892 8.00213 0.226307
381 0.847093 3.86018 0.250157 5.43072 7.99538 0.225813
