# Mean radius calculation for 1s and 2p (m=0) Hydrogen state - Metropolis algorithm with uniform transition probability
# Total number of throws (sampled points): M = 2000
# Number of blocks: N = 2000
# Throws per block: L = 1
# 1s state ----------
# Initial position: (x,y,z) = (0, 0, 20)
# Uniform proposal half-width (cube side = 2a): a = 1.2
# Acceptance rate: A = accepted/attempted = 0.524
# 2p state ----------
# Initial position: (x,y,z) = (0, 0, 20)
# Uniform proposal half-width (cube side = 2a): a = 3
# Acceptance rate: A = accepted/attempted = 0.507
# Columns:
# 1) block index
# 2) block average for 1s state
# 3) progressive average <r> for 1s state
# 4) progressive statistical uncertainty for 1s state
# 5) block average for 2p state
# 6) progressive average <r> for 2p state
# 7) progressive statistical uncertainty for 2p state
308 0.976852 4.71534 0.31678 6.76181 5.63478 0.170961
309 1.45831 4.7048 0.315929 6.76181 5.63843 0.170446
310 0.366043 4.69081 0.315219 6.76181 5.64205 0.169934
311 0.366043 4.6769 0.314511 6.76181 5.64565 0.169425
312 1.45895 4.66659 0.313671 8.78064 5.6557 0.16918
313 1.7959 4.65741 0.312802 8.78064 5.66568 0.168934
314 1.31951 4.64678 0.311985 8.78064 5.6756 0.168687
315 1.37976 4.63641 0.311166 8.78064 5.68546 0.168439
316 1.37976 4.62611 0.310351 7.70557 5.69185 0.168027
317 1.37976 4.61587 0.30954 8.94959 5.70213 0.167811
318 1.37976 4.60569 0.308733 8.94959 5.71234 0.167594
319 1.37976 4.59558 0.30793 8.94959 5.72249 0.167375
320 1.34248 4.58541 0.307134 6.23476 5.72409 0.166859
321 1.34248 4.57531 0.306342 6.23476 5.72568 0.166346
322 0.434565 4.56245 0.30566 6.23476 5.72726 0.165836
323 0.434565 4.54967 0.30498 6.40703 5.72937 0.165335
324 1.13257 4.53912 0.30422 6.55526 5.73192 0.164844
325 1.13257 4.52864 0.303464 6.78048 5.73514 0.164368
326 1.15218 4.51828 0.302709 6.78048 5.73835 0.163894
327 0.728357 4.50669 0.302004 4.61581 5.73492 0.163428
328 0.728357 4.49517 0.301302 4.58929 5.73142 0.162967
329 0.728357 4.48373 0.300603 4.58929 5.72795 0.162508
330 0.840211 4.47268 0.299894 4.69216 5.72481 0.162045
331 0.840211 4.46171 0.299188 4.69216 5.72169 0.161585
332 1.35479 4.45235 0.298432 4.69216 5.71859 0.161127
333 1.64924 4.44393 0.297654 3.45714 5.7118 0.160786
334 1.64924 4.43557 0.296879 3.45714 5.70505 0.160446
335 1.64924 4.42725 0.296109 3.45714 5.69834 0.160107
336 0.908898 4.41678 0.295412 3.45714 5.69167 0.159769
337 0.908898 4.40637 0.294718 3.45714 5.68504 0.159432
338 0.908898 4.39602 0.294027 3.45714 5.67845 0.159096
339 1.02943 4.38609 0.293326 3.01552 5.67059 0.158821
340 0.712477 4.37529 0.292662 5.97397 5.67149 0.158355
341 1.17484 4.3659 0.291953 5.94384 5.67228 0.157892
342 1.17484 4.35657 0.291248 7.34462 5.67717 0.157506
343 1.17484 4.34729 0.290545 6.48583 5.67953 0.157064
344 1.17484 4.33807 0.289846 7.67291 5.68533 0.156714
345 0.801687 4.32782 0.289187 9.87673 5.69748 0.15673
346 0.801687 4.31763 0.28853 10.3856 5.71103 0.156863
347 0.801687 4.3075 0.287875 10.3856 5.7245 0.156989
348 0.801687 4.29742 0.287224 11.1121 5.73998 0.157301
349 0.801687 4.28741 0.286575 9.56077 5.75093 0.157232
350 1.34464 4.279 0.285878 9.56077 5.76181 0.157159
351 1.34764 4.27065 0.285185 8.6045 5.76991 0.15692
352 0.592231 4.2602 0.284566 8.6045 5.77796 0.156681
353 0.592231 4.24981 0.283948 5.68305 5.77769 0.156236
354 0.592231 4.23947 0.283334 8.18679 5.7845 0.155943
355 0.592231 4.2292 0.282721 8.74831 5.79285 0.155727
356 1.34691 4.2211 0.282042 8.74831 5.80115 0.155511
357 1.34691 4.21305 0.281366 5.5527 5.80045 0.155076
358 1.34691 4.20505 0.280693 5.5527 5.79976 0.154644
359 1.21075 4.19671 0.280035 7.12268 5.80345 0.154256
360 1.36249 4.18883 0.279367 9.25919 5.81305 0.154127
361 1.36249 4.181 0.278702 8.56376 5.82067 0.153888
362 1.36249 4.17322 0.27804 7.78598 5.8261 0.153558
363 1.98673 4.1672 0.277338 8.53636 5.83356 0.153316
364 1.98673 4.1612 0.27664 6.01951 5.83407 0.152895
365 1.98673 4.15525 0.275945 6.01951 5.83458 0.152477
366 1.73931 4.14865 0.27527 6.59066 5.83665 0.152074
367 1.73931 4.14208 0.274597 6.59066 5.8387 0.151673
368 1.9482 4.13612 0.273915 6.59066 5.84074 0.151274
369 1.9482 4.13019 0.273236 7.14315 5.84427 0.150905
370 2.88172 4.12682 0.272517 7.65182 5.84916 0.150575
371 2.88172 4.12346 0.271802 7.00746 5.85228 0.150201
372 2.33883 4.11866 0.271113 6.6664 5.85447 0.149813
373 2.33723 4.11389 0.270427 6.6664 5.85665 0.149427
374 2.51464 4.10961 0.269737 6.6664 5.85881 0.149042
375 2.51464 4.10536 0.269051 6.6664 5.86097 0.14866
376 2.51464 4.10113 0.268367 6.6664 5.86311 0.14828
377 2.81766 4.09772 0.267676 7.71107 5.86801 0.147967
378 2.81766 4.09434 0.266989 7.71107 5.87288 0.147656
379 2.81766 4.09097 0.266305 7.71107 5.87774 0.147345
380 3.78331 4.09016 0.265604 7.71107 5.88256 0.147036
381 4.4492 4.0911 0.264908 6.02764 5.88294 0.14665
382 4.49676 4.09216 0.264216 5.93946 5.88309 0.146266
383 3.75518 4.09128 0.263526 4.31874 5.879 0.145941
384 3.75518 4.09041 0.262841 4.31874 5.87494 0.145617
385 4.43409 4.0913 0.262158 5.39878 5.8737 0.145243
386 4.43409 4.09219 0.26148 3.59669 5.8678 0.144987
387 4.28602 4.09269 0.260804 3.59669 5.86194 0.144731
388 4.28602 4.09319 0.260131 3.59669 5.8561 0.144475
389 3.58846 4.09189 0.259465 3.59669 5.85029 0.14422
390 3.58846 4.0906 0.258802 2.23591 5.84102 0.144148
391 3.58846 4.08931 0.258142 4.87 5.83854 0.143801
392 3.51869 4.08786 0.257487 5.22486 5.83697 0.143442
