           1    -4.82098    -4.82098           0
           2    -4.78912    -4.80505   0.0112659
           3    -4.72662    -4.77891   0.0226277
           4    -4.63201    -4.74218   0.0360491
           5    -4.50063    -4.69387   0.0519501
           6    -4.33098    -4.63339   0.0701614
           7    -4.11553    -4.55941    0.091147
           8    -3.85463    -4.47131     0.11468
           9    -3.54128    -4.36797    0.141009
          10    -3.18561    -4.24974    0.169374
          11    -2.78275    -4.11638    0.199693
          12    -2.34054    -3.96839     0.23148
          13    -1.86731    -3.80677    0.264137
          14    -1.37804    -3.63329    0.296822
          15   -0.891229    -3.45048    0.328538
          16   -0.429269    -3.26166    0.358181
          17  -0.0122663    -3.07052    0.384746
          18    0.344968    -2.88077    0.407484
          19    0.629314    -2.69603    0.425862
          20    0.841047    -2.51917     0.43976
          21    0.989259     -2.3521    0.449435
          22     1.07942    -2.19613    0.455269
          23     1.12222    -2.05185    0.457765
          24     1.13061    -1.91925    0.457494
          25     1.11536    -1.79786    0.455013
          26      1.0868    -1.68691    0.450836
          27     1.04992    -1.58555    0.445388
          28     1.00929    -1.49288    0.439017
          29    0.965643     -1.4081    0.431986
          30    0.919938     -1.3305    0.424499
          31    0.870469     -1.2595    0.416701
          32     0.81003    -1.19483    0.408667
          33    0.750504    -1.13588    0.400512
          34    0.693708    -1.08207    0.392331
          35    0.648989    -1.03261    0.384226
          36    0.617099   -0.986783    0.376276
          37    0.598137   -0.943947    0.368536
          38    0.592659    -0.90351     0.36105
          39    0.601931   -0.864909     0.35385
          40    0.629517   -0.827549     0.34697
          41    0.664779    -0.79115    0.340411
          42    0.707229   -0.755475     0.33417
          43     0.75234   -0.720409    0.328234
          44    0.798424    -0.68589    0.322584
          45    0.834237    -0.65211    0.317179
          46    0.853312   -0.619383    0.311968
          47    0.852339    -0.58807    0.306897
          48    0.838823   -0.558343     0.30194
          49    0.811765   -0.530382     0.29707
          50    0.773877   -0.504296    0.292271
          51    0.729983   -0.480095    0.287541
          52    0.682168   -0.457744    0.282879
          53    0.630345   -0.437214    0.278285
          54    0.579109   -0.418393    0.273768
          55    0.528362   -0.401179    0.269331
          56    0.482944   -0.385391    0.264983
          57    0.451187   -0.370714    0.260741
          58    0.438508   -0.356762    0.256618
          59    0.451289   -0.343066    0.252634
          60    0.488045   -0.329215    0.248803
          61    0.549363   -0.314812    0.245141
          62    0.630521   -0.299564     0.24166
