           1      0.2997      0.2997           0
           2    0.294489    0.297095   0.0026058
           3     0.28332    0.292503  0.00483185
           4     0.29171    0.292305  0.00342238
           5     0.29335    0.292514   0.0026592
           6    0.293174    0.292624  0.00217402
           7    0.292898    0.292663   0.0018378
           8     0.29716    0.293225  0.00168791
           9    0.293393    0.293244  0.00148872
          10    0.290758    0.292995  0.00135455
          11    0.294787    0.293158  0.00123602
          12    0.302084    0.293902  0.00135146
          13    0.292129    0.293766  0.00125062
          14    0.287131    0.293292  0.00125108
          15    0.297002    0.293539  0.00119066
          16    0.299219    0.293894  0.00116897
          17    0.281352    0.293156  0.00132288
          18    0.293748    0.293189  0.00124765
          19    0.286794    0.292852  0.00122722
          20    0.291376    0.292779  0.00116658
          21    0.295878    0.292926  0.00111941
          22    0.305228    0.293485  0.00120493
          23    0.300711      0.2938  0.00119344
          24    0.299063    0.294019  0.00116349
          25    0.298794     0.29421  0.00113221
          26    0.294911    0.294237  0.00108812
          27    0.294691    0.294254  0.00104718
          28    0.296171    0.294322  0.00101141
          29    0.291313    0.294218 0.000981413
          30    0.295459     0.29426 0.000949036
          31    0.286013    0.293994 0.000955679
          32    0.294973    0.294024 0.000925838
          33    0.299736    0.294197 0.000913881
          34    0.295825    0.294245 0.000887886
          35     0.29838    0.294363 0.000870201
          36    0.297237    0.294443 0.000849443
          37    0.291503    0.294364 0.000829979
          38    0.288887     0.29422 0.000820601
          39    0.282582    0.293921 0.000853165
          40    0.293127    0.293901   0.0008318
          41    0.296327    0.293961 0.000813412
          42    0.296851    0.294029 0.000796787
          43    0.292265    0.293988 0.000779117
          44    0.299566    0.294115 0.000771688
          45    0.303522    0.294324 0.000782775
          46    0.286387    0.294152 0.000784773
          47    0.287815    0.294017  0.00077964
          48    0.298568    0.294112 0.000769091
          49    0.288508    0.293997 0.000761865
          50    0.283783    0.293793 0.000773922
          51     0.29313     0.29378 0.000758707
          52    0.290602    0.293719 0.000746478
          53    0.293737    0.293719 0.000732258
          54    0.296339    0.293768 0.000720206
          55    0.293267    0.293759 0.000707049
          56    0.294497    0.293772 0.000694433
          57    0.291668    0.293735 0.000683139
          58    0.302352    0.293883 0.000687502
          59     0.29705    0.293937 0.000677876
          60    0.295643    0.293965 0.000667089
          61     0.28991    0.293899 0.000659422
          62    0.298835    0.293979 0.000653566
          63    0.296237    0.294014 0.000644107
          64    0.298541    0.294085 0.000637896
          65    0.292515    0.294061  0.00062847
          66    0.295224    0.294079 0.000619125
          67    0.289271    0.294007 0.000614022
          68    0.296442    0.294043 0.000605984
          69    0.291394    0.294004 0.000598369
          70    0.289984    0.293947  0.00059255
          71    0.289197     0.29388 0.000587963
          72    0.288955    0.293812 0.000583762
          73    0.293132    0.293802 0.000575785
          74    0.295799    0.293829 0.000568591
          75    0.294129    0.293833 0.000560973
          76    0.280712    0.293661  0.00057984
          77    0.292864     0.29365 0.000572354
          78    0.296518    0.293687 0.000566163
          79    0.295381    0.293708 0.000559361
          80    0.296064    0.293738  0.00055311
          81    0.298953    0.293802  0.00055002
          82    0.293697    0.293801 0.000543273
          83    0.286578    0.293714 0.000543697
          84    0.302763    0.293822 0.000547881
          85    0.287407    0.293746 0.000546631
          86    0.298611    0.293803 0.000543191
          87    0.291589    0.293777 0.000537514
          88    0.288088    0.293713 0.000535289
          89    0.300942    0.293794 0.000535438
          90    0.287246    0.293721  0.00053443
          91    0.293322    0.293717 0.000528543
          92    0.305948     0.29385 0.000539406
          93    0.292027     0.29383 0.000533935
          94    0.292783    0.293819 0.000528341
          95    0.297197    0.293855 0.000523959
          96    0.301537    0.293935 0.000524611
          97    0.289488    0.293889 0.000521195
          98    0.306935    0.294022 0.000532751
          99    0.290999    0.293991 0.000528226
         100    0.285105    0.293902 0.000530414
